0 ,0 
0.062791 ,0.062791 
0.125333 ,0.125333 
0.187381 ,0.187381 
0.24869 ,0.24869 
0.309017 ,0.309017 
0.368124 ,0.368124 
0.425779 ,0.425779 
0.481754 ,0.481754 
0.535827 ,0.535827 
0.587785 ,0.587785 
0.637424 ,0.637424 
0.684547 ,0.684547 
0.728969 ,0.728969 
0.770513 ,0.770513 
0.809017 ,0.809017 
0.844328 ,0.844328 
0.876307 ,0.876307 
0.904827 ,0.904827 
0.929776 ,0.929776 
0.951056 ,0.951056 
0.968583 ,0.968583 
0.982287 ,0.982287 
0.992115 ,0.992115 
0.998027 ,0.998027 
1 ,1 
0.998027 ,0.998027 
0.992115 ,0.992115 
0.982287 ,0.982287 
0.968583 ,0.968583 
0.951057 ,0.951057 
0.929777 ,0.929777 
0.904827 ,0.904827 
0.876307 ,0.876307 
0.844328 ,0.844328 
0.809017 ,0.809017 
0.770514 ,0.770514 
0.728969 ,0.728969 
0.684547 ,0.684547 
0.637424 ,0.637424 
0.587786 ,0.587786 
0.535827 ,0.535827 
0.481754 ,0.481754 
0.42578 ,0.42578 
0.368125 ,0.368125 
0.309018 ,0.309018 
0.24869 ,0.24869 
0.187382 ,0.187382 
0.125334 ,0.125334 
0.062791 ,0.062791 
0.000001 ,0.000001 
-0.06279 ,-0.06279 
-0.125333 ,-0.125333 
-0.187381 ,-0.187381 
-0.248689 ,-0.248689 
-0.309016 ,-0.309016 
-0.368124 ,-0.368124 
-0.425779 ,-0.425779 
-0.481753 ,-0.481753 
-0.535826 ,-0.535826 
-0.587785 ,-0.587785 
-0.637423 ,-0.637423 
-0.684547 ,-0.684547 
-0.728968 ,-0.728968 
-0.770513 ,-0.770513 
-0.809016 ,-0.809016 
-0.844327 ,-0.844327 
-0.876306 ,-0.876306 
-0.904827 ,-0.904827 
-0.929776 ,-0.929776 
-0.951056 ,-0.951056 
-0.968583 ,-0.968583 
-0.982287 ,-0.982287 
-0.992115 ,-0.992115 
-0.998027 ,-0.998027 
-1 ,-1 
-0.998027 ,-0.998027 
-0.992115 ,-0.992115 
-0.982287 ,-0.982287 
-0.968583 ,-0.968583 
-0.951057 ,-0.951057 
-0.929777 ,-0.929777 
-0.904828 ,-0.904828 
-0.876307 ,-0.876307 
-0.844329 ,-0.844329 
-0.809018 ,-0.809018 
-0.770514 ,-0.770514 
-0.728969 ,-0.728969 
-0.684548 ,-0.684548 
-0.637425 ,-0.637425 
-0.587786 ,-0.587786 
-0.535828 ,-0.535828 
-0.481755 ,-0.481755 
-0.42578 ,-0.42578 
-0.368126 ,-0.368126 
-0.309018 ,-0.309018 
-0.248691 ,-0.248691 
-0.187383 ,-0.187383 
-0.125335 ,-0.125335 
-0.062792 ,-0.062792 
0 ,1 
0.062791 ,1 
0.125333 ,1 
0.187381 ,1 
0.24869 ,1 
0.309017 ,1 
0.368124 ,1 
0.425779 ,1 
0.481754 ,1 
0.535827 ,1 
0.587785 ,1 
0.637424 ,1 
0.684547 ,1 
0.728969 ,1 
0.770513 ,1 
0.809017 ,1 
0.844328 ,1 
0.876307 ,1 
0.904827 ,1 
0.929776 ,1 
0.951056 ,1 
0.968583 ,1 
0.982287 ,1 
0.992115 ,1 
0.998027 ,1 
1 ,1 
0.998027 ,1 
0.992115 ,1 
0.982287 ,1 
0.968583 ,1 
0.951057 ,1 
0.929777 ,1 
0.904827 ,1 
0.876307 ,1 
0.844328 ,1 
0.809017 ,1 
0.770514 ,1 
0.728969 ,1 
0.684547 ,1 
0.637424 ,1 
0.587786 ,1 
0.535827 ,1 
0.481754 ,1 
0.42578 ,1 
0.368125 ,1 
0.309018 ,1 
0.24869 ,1 
0.187382 ,1 
0.125334 ,1 
0.062791 ,1 
0.000001 ,-1 
-0.06279 ,-1 
-0.125333 ,-1 
-0.187381 ,-1 
-0.248689 ,-1 
-0.309016 ,-1 
-0.368124 ,-1 
-0.425779 ,-1 
-0.481753 ,-1 
-0.535826 ,-1 
-0.587785 ,-1 
-0.637423 ,-1 
-0.684547 ,-1 
-0.728968 ,-1 
-0.770513 ,-1 
-0.809016 ,-1 
-0.844327 ,-1 
-0.876306 ,-1 
-0.904827 ,-1 
-0.929776 ,-1 
-0.951056 ,-1 
-0.968583 ,-1 
-0.982287 ,-1 
-0.992115 ,-1 
-0.998027 ,-1 
-1 ,-1 
-0.998027 ,-1 
-0.992115 ,-1 
-0.982287 ,-1 
-0.968583 ,-1 
-0.951057 ,-1 
-0.929777 ,-1 
-0.904828 ,-1 
-0.876307 ,-1 
-0.844329 ,-1 
-0.809018 ,-1 
-0.770514 ,-1 
-0.728969 ,-1 
-0.684548 ,-1 
-0.637425 ,-1 
-0.587786 ,-1 
-0.535828 ,-1 
-0.481755 ,-1 
-0.42578 ,-1 
-0.368126 ,-1 
-0.309018 ,-1 
-0.248691 ,-1 
-0.187383 ,-1 
-0.125335 ,-1 
-0.062792 ,-1 
0 ,1 
0.062791 ,1 
0.125333 ,1 
0.187381 ,1 
0.24869 ,1 
0.309017 ,1 
0.368124 ,1 
0.425779 ,1 
0.481754 ,1 
0.535827 ,1 
0.587785 ,1 
0.637424 ,1 
0.684547 ,1 
0.728969 ,1 
0.770513 ,1 
0.809017 ,1 
0.844328 ,1 
0.876307 ,1 
0.904827 ,1 
0.929776 ,1 
0.951056 ,1 
0.968583 ,1 
0.982287 ,1 
0.992115 ,1 
0.998027 ,1 
1 ,1 
0.998027 ,1 
0.992115 ,1 
0.982287 ,1 
0.968583 ,1 
0.951057 ,1 
0.929777 ,1 
0.904827 ,1 
0.876307 ,1 
0.844328 ,1 
0.809017 ,1 
0.770514 ,1 
0.728969 ,1 
0.684547 ,1 
0.637424 ,1 
0.587786 ,1 
0.535827 ,1 
0.481754 ,1 
0.42578 ,1 
0.368125 ,1 
0.309018 ,1 
0.24869 ,1 
0.187382 ,1 
0.125334 ,1 
0.062791 ,1 
0.000001 ,-1 
-0.06279 ,-1 
